capture,lat_ms,profile,order_usd,cap_usd,ts,side,px,notional,fee,flow_entry,spread_entry_bp,inventory_after_qty
gala_oos,240,symmetric,100.0,100.0,1787023831250,sell,0.001384,100.0,0.02,-0.9999999999999822,7.228044813878806,-71219.05115907191
gala_oos,240,symmetric,100.0,300.0,1787023663250,sell,0.001405,100.0,0.02,0.2489707818352649,7.119971520113322,-71174.37722419928
gala_oos,240,symmetric,100.0,300.0,1787023685250,buy,0.001402,99.99999999999999,0.019999999999999997,0.791263284725345,7.130124777183001,152.2989526908641
gala_oos,240,symmetric,100.0,300.0,1787023691000,buy,0.001401,100.0,0.02,0.8283522640139135,7.135212272566056,71529.88639023548
gala_oos,240,symmetric,100.0,300.0,1787023694250,sell,0.0014,100.00000000000001,0.020000000000000004,0.1132659348531576,7.1454090746689225,101.31496166404395
gala_oos,240,symmetric,100.0,300.0,1787023695000,buy,0.001398,100.0,0.02,0.3052317632886155,7.150518412585862,71632.07318770124
gala_oos,240,symmetric,100.0,300.0,1787023695500,buy,0.001398,100.0,0.02,0.06736008726428415,7.150518412585862,143162.83141373843
gala_oos,240,symmetric,100.0,300.0,1787023695500,sell,0.001399,100.00000000000001,0.020000000000000004,0.3052317632886155,7.150518412585862,71683.20310780562
gala_oos,240,symmetric,100.0,300.0,1787023713250,buy,0.001394,100.0,0.02,-0.41113682791652334,7.171029042667021,143419.21458556745
gala_oos,240,symmetric,100.0,300.0,1787023713250,sell,0.001395,100.0,0.02,-0.41113682791652334,7.171029042667021,71734.62677194737
gala_oos,240,symmetric,100.0,300.0,1787023722500,sell,0.001393,100.0,0.02,-0.5172377953601965,7.181328545780365,-52.882201491258456
gala_oos,240,symmetric,100.0,300.0,1787023726500,buy,0.001392,100.00000000000001,0.020000000000000004,-0.9999999999999707,7.181328545780365,71786.19825827886
gala_oos,240,symmetric,100.0,300.0,1787023726500,sell,0.001393,100.0,0.02,-0.9999999999999707,7.181328545780365,-1.3107151597650954
gala_oos,240,symmetric,100.0,300.0,1787023728250,sell,0.001392,100.00000000000001,0.020000000000000004,-0.28094925347730126,7.186489399927531,-71840.39117492989
gala_oos,240,symmetric,100.0,300.0,1787023739000,buy,0.001384,100.0,0.02,0.8493448633547342,7.222824124231968,413.94408518572163
gala_oos,240,symmetric,100.0,300.0,1787023743250,buy,0.00139,100.0,0.02,0.21877159305623692,7.191657677095526,72356.3901283512
gala_oos,240,symmetric,100.0,300.0,1787023744750,buy,0.001391,100.0,0.02,-0.8712788224769711,7.186489399927531,144247.11622468475
gala_oos,240,symmetric,100.0,300.0,1787023744750,sell,0.001392,100.00000000000001,0.020000000000000004,-0.8712788224769711,7.186489399927531,72408.03576491463
gala_oos,240,symmetric,100.0,300.0,1787023748000,buy,0.001393,100.0,0.02,0.6785396136415016,7.17617509867336,144195.54473835326
gala_oos,240,symmetric,100.0,300.0,1787023752000,sell,0.001393,100.0,0.02,-0.12975490657224423,7.181328545780365,72408.03576491463
gala_oos,240,symmetric,100.0,300.0,1787023755750,sell,0.001385,100.0,0.02,-0.3390094439009811,7.222824124231968,205.8696999326785
gala_oos,240,symmetric,100.0,300.0,1787023760000,sell,0.001385,100.0,0.02,0.5451717275380733,7.222824124231968,-71996.29636504927
gala_oos,240,symmetric,100.0,300.0,1787023766500,sell,0.001386,100.0,0.02,0.6792938896754108,7.217610970769633,-144146.3685151214
gala_oos,240,symmetric,100.0,300.0,1787023770000,buy,0.001383,100.0,0.02,-0.9886770488690161,7.228044813878806,-71839.7886163506
gala_oos,240,symmetric,100.0,300.0,1787023775500,sell,0.001382,100.0,0.02,-0.1308637305354636,7.238508867172754,-144198.6887610684
gala_oos,240,symmetric,100.0,300.0,1787023780750,buy,0.001381,100.0,0.02,0.9142421675286353,7.238508867172754,-71787.3925988671
gala_oos,240,symmetric,100.0,300.0,1787023800250,buy,0.001383,100.0,0.02,-0.04553863099544698,7.228044813878806,519.1872999037005
gala_oos,240,symmetric,100.0,300.0,1787023801500,buy,0.001383,100.0,0.02,0.6762763132185531,7.228044813878806,72825.7671986745
gala_oos,240,symmetric,100.0,300.0,1787023804500,buy,0.001387,100.0,0.02,0.48538278808698965,7.207207207206602,144923.82055123398
gala_oos,240,symmetric,100.0,300.0,1787023809000,sell,0.001383,100.0,0.02,-0.8767425933269404,7.233273056057258,72617.24065246318
gala_oos,240,symmetric,100.0,300.0,1787023822500,buy,0.001383,100.0,0.02,-0.9483391668694127,7.228044813878806,144923.82055123398
gala_oos,240,symmetric,100.0,300.0,1787023825250,sell,0.001385,100.0,0.02,-0.1251631862551429,7.222824124231968,72721.65448625202
